Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Price,Earnings,Earnings,CAPE
1871.01,4.44,0.26,0.4,12.46406116,1871.041667,5.32,108.5415085,6.35603428,108.5415085,9.772384653,9.772384653,NA
1871.02,4.5,0.26,0.4,12.84464132,1871.125,5.323333333,106.7487963,6.167708231,107.262772,9.488781895,9.534468622,NA
1871.03,4.61,0.26,0.4,13.0349719,1871.208333,5.326666667,107.7614137,6.077650233,108.7891744,9.350231127,9.439407758,NA
1871.04,4.74,0.26,0.4,12.55922645,1871.291667,5.33,114.9973691,6.307872568,116.6248112,9.704419335,9.841756221,NA
1871.05,4.86,0.26,0.4,12.27381157,1871.375,5.333333333,120.6505405,6.454555665,122.903478,9.930085638,10.11551259,NA
1871.06,4.82,0.26,0.4,12.08348099,1871.458333,5.336666667,121.5422941,6.556223332,124.3684376,10.08649743,10.32103216,NA
1871.07,4.73,0.26,0.4,12.08348099,1871.541667,5.34,119.2728322,6.556223332,122.6052612,10.08649743,10.36830962,NA
1871.08,4.79,0.26,0.4,11.8932314,1871.625,5.343333333,122.717952,6.661099691,126.7172368,10.24784568,10.58181518,NA
1871.09,4.84,0.26,0.4,12.17864628,1871.708333,5.346666667,121.0929332,6.504992277,125.5990086,10.00768043,10.38008336,NA
1871.1,4.59,0.26,0.4,12.36889587,1871.791667,5.35,113.0717741,6.404937096,117.8329748,9.853749379,10.26866883,NA
1871.11,4.64,0.26,0.4,12.36889587,1871.875,5.353333333,114.3034928,6.404937096,119.672778,9.853749379,10.31661879,NA
1871.12,4.74,0.26,0.4,12.65439174,1871.958333,5.356666667,114.1325502,6.260435241,120.0400149,9.631438832,10.12995906,NA
1872.01,4.86,0.2633,0.4025,12.65439174,1872.041667,5.36,117.0219818,6.339894611,123.6346731,9.691635325,10.23929134,NA
1872.02,4.88,0.2667,0.405,12.65439174,1872.125,5.378333333,117.5035538,6.421761841,124.7088447,9.751831817,10.3498119,NA
1872.03,5.04,0.27,0.4075,12.84464132,1872.208333,5.396666667,119.5586519,6.404927779,127.456434,9.666696555,10.30525731,NA
1872.04,5.18,0.2733,0.41,13.13013719,1872.291667,5.415,120.2078834,6.342242186,128.7119854,9.514523587,10.18762819,NA
1872.05,5.18,0.2767,0.4125,13.13013719,1872.375,5.433333333,120.2078834,6.421143114,129.2849359,9.572538975,10.29537376,NA
1872.06,5.13,0.28,0.415,13.0349719,1872.458333,5.451666667,119.9167142,6.545161789,129.5583965,9.700864794,10.48084494,NA
1872.07,5.1,0.2833,0.4175,12.84464132,1872.541667,5.47,120.9819692,6.720429777,131.3143657,9.903916103,10.74975445,NA
1872.08,5.04,0.2867,0.42,12.93980661,1872.625,5.488333333,118.6793626,6.75106612,129.4257428,9.889946879,10.78547856,NA
1872.09,4.95,0.29,0.4225,13.0349719,1872.708333,5.506666667,115.7091102,6.778917567,126.8025972,9.876181628,10.82304996,NA
1872.1,4.97,0.2933,0.425,12.74947603,1872.791667,5.525,118.7781362,7.009582966,130.8059976,10.15708408,11.18562354,NA
1872.11,4.95,0.2967,0.4275,13.13013719,1872.875,5.543333333,114.8704677,6.885266216,127.1345001,9.920631301,10.97979774,NA
1872.12,5.07,0.3,0.43,12.93980661,1872.958333,5.561666667,119.3857873,7.064247771,132.7834314,10.1254218,11.26171114,NA
1873.01,5.11,0.3025,0.4325,12.93980661,1873.041667,5.58,120.327687,7.123116502,134.4912393,10.18429054,11.38306477,NA
1873.02,5.15,0.305,0.435,13.22522149,1873.125,5.570833333,118.6524552,7.026990064,133.2733293,10.02210058,11.25706762,NA
1873.03,5.11,0.3075,0.4375,13.22522149,1873.208333,5.561666667,117.7308827,7.084588343,132.9013285,10.07969886,11.3785384,NA
1873.04,5.04,0.31,0.44,13.22522149,1873.291667,5.5525,116.1181309,7.142186622,131.752638,10.13729714,11.50221443,NA
1873.05,5.05,0.3125,0.4425,12.93980661,1873.375,5.543333333,118.9148375,7.358591428,135.6216831,10.41976546,11.88368213,NA
1873.06,4.98,0.315,0.445,12.55922645,1873.458333,5.534166667,120.8200207,7.642230227,138.5208602,10.79616651,12.37786803,NA
1873.07,4.97,0.3175,0.4475,12.55922645,1873.541667,5.525,120.5774102,7.702882848,138.9786559,10.85681913,12.51367173,NA
1873.08,4.97,0.32,0.45,12.55922645,1873.625,5.515833333,120.5774102,7.763535468,139.7243495,10.91747175,12.65109805,NA
1873.09,4.59,0.3225,0.4525,12.55922645,1873.708333,5.506666667,111.3582119,7.824188089,129.7967518,10.97812437,12.79586714,NA
1873.1,4.19,0.325,0.455,12.27381157,1873.791667,5.4975,104.0176471,8.068194581,122.0244226,11.29547241,13.25086212,NA
1873.11,4.04,0.3275,0.4575,11.8932314,1873.875,5.488333333,103.5032413,8.390423649,122.2412094,11.72097349,13.84290923,NA
1873.12,4.42,0.33,0.46,12.17864628,1873.958333,5.479166667,110.5848687,8.256336352,131.4174638,11.50883249,13.67693062,NA
1874.01,4.66,0.33,0.46,12.36889587,1874.041667,5.47,114.7961803,8.129343238,137.2271919,11.33181179,13.54603182,NA
1874.02,4.8,0.33,0.46,12.36889587,1874.125,5.436666667,118.2449926,8.129343238,142.1597144,11.33181179,13.62363929,NA
1874.03,4.73,0.33,0.46,12.36889587,1874.208333,5.403333333,116.5205864,8.129343238,140.9010086,11.33181179,13.7028465,NA
1874.04,4.6,0.33,0.46,12.17864628,1874.291667,5.37,115.0883249,8.256336352,140.0010539,11.50883249,14.00010539,NA
1874.05,4.48,0.33,0.46,12.08348099,1874.375,5.336666667,112.9687713,8.321360383,138.266243,11.59947205,14.19698031,NA
1874.06,4.46,0.33,0.46,11.79806612,1874.458333,5.303333333,115.1851487,8.522667951,141.8482059,11.8800826,14.63008402,NA
1874.07,4.46,0.33,0.46,11.8932314,1874.541667,5.27,114.2634793,8.454472684,141.5808147,11.78502253,14.60250556,NA
1874.08,4.47,0.33,0.46,11.79806612,1874.625,5.236666667,115.4434113,8.522667951,143.9228543,11.8800826,14.81085302,NA
1874.09,4.54,0.33,0.46,11.79806612,1874.708333,5.203333333,117.25125,8.522667951,147.0621112,11.8800826,14.90056634,NA
1874.1,4.53,0.33,0.46,11.60773554,1874.791667,5.17,118.9113066,8.662413065,150.0496344,12.07487882,15.23682822,NA
1874.11,4.57,0.33,0.46,11.51265124,1874.875,5.136666667,120.9520701,8.733956923,153.5432164,12.17460662,15.45511588,NA
1874.12,4.54,0.33,0.46,11.51265124,1874.958333,5.103333333,120.158074,8.733956923,153.4592213,12.17460662,15.54873167,NA
1875.01,4.54,0.3275,0.4517,11.51265124,1875.041667,5.07,120.158074,8.667790583,154.381723,11.95493437,15.35996129,NA
1875.02,4.53,0.325,0.4433,11.51265124,1875.125,5.03,119.8934087,8.601624242,154.9626381,11.73261547,15.16444535,NA
1875.03,4.59,0.3225,0.435,11.51265124,1875.208333,4.99,121.4814008,8.535457902,157.9344657,11.51294322,14.96764544,NA
1875.04,4.65,0.32,0.4267,11.60773554,1875.291667,4.95,122.061275,8.3999157,159.5983841,11.20076259,14.64529688,NA
1875.05,4.47,0.3175,0.4183,11.32232066,1875.375,4.91,120.2941553,8.544383515,158.2188286,11.25705708,14.80602595,NA
1875.06,4.38,0.315,0.41,11.13207107,1875.458333,4.87,119.8865864,8.621980528,158.6277836,11.22226037,14.84871947,NA
1875.07,4.39,0.3125,0.4017,11.13207107,1875.541667,4.83,120.1603001,8.553552111,159.9330826,10.99507803,14.63442353,NA
1875.08,4.41,0.31,0.3933,11.22715537,1875.625,4.79,119.6854373,8.413262032,160.2342107,10.67398696,14.29027553,NA
1875.09,4.37,0.3075,0.385,11.13207107,1875.708333,4.75,119.6128727,8.416695277,161.0760805,10.5379762,14.19091327,NA
1875.1,4.3,0.305,0.3767,11.13207107,1875.791667,4.71,117.696877,8.34826686,159.4327604,10.31079386,13.96705136,NA
1875.11,4.37,0.3025,0.3683,11.03690579,1875.875,4.67,120.6442299,8.35123102,164.3679771,10.16779631,13.85279771,NA
1875.12,4.37,0.3,0.36,10.9417405,1875.958333,4.63,121.6935276,8.354246749,166.7460588,10.0250961,13.73651743,NA
1876.01,4.46,0.3,0.3533,10.84657521,1876.041667,4.59,125.2895014,8.427544937,172.6356033,9.924838755,13.67537189,NA
1876.02,4.52,0.3,0.3467,10.84657521,1876.125,4.578333333,126.9750104,8.427544937,175.9257437,9.739432766,13.49412729,NA
1876.03,4.51,0.3,0.34,10.84657521,1876.208333,4.566666667,126.6940922,8.427544937,176.509568,9.551217596,13.30670801,NA
1876.04,4.34,0.3,0.3333,10.75149091,1876.291667,4.555,122.9967091,8.502076667,172.3454801,9.445807177,13.23565634,NA
1876.05,4.18,0.3,0.3267,10.37091074,1876.375,4.543333333,122.809465,8.814076439,173.1123151,9.598529242,13.5300941,NA
1876.06,4.15,0.3,0.32,10.08541488,1876.458333,4.531666667,125.3795719,9.06358351,177.7998092,9.667822411,13.70986481,NA
1876.07,4.1,0.3,0.3133,10.08541488,1876.541667,4.52,123.8689746,9.06358351,176.728726,9.465402379,13.50466094,NA
1876.08,3.93,0.3,0.3067,10.18058017,1876.625,4.508333333,117.6230608,8.978859601,168.8849766,9.179387465,13.1799039,NA
1876.09,3.69,0.3,0.3,10.27574545,1876.708333,4.496666667,109.4171713,8.895704983,158.1672182,8.895704983,12.85912343,NA
1876.1,3.67,0.3,0.2933,10.46599504,1876.791667,4.485,106.8459325,8.733999935,155.5024966,8.538940603,12.42748835,NA
1876.11,3.6,0.3,0.2867,10.56116033,1876.875,4.473333333,103.8635875,8.655298958,152.2117578,8.271580704,12.12197527,NA
1876.12,3.58,0.3,0.28,10.75149091,1876.958333,4.461666667,101.4581149,8.502076667,149.7248592,7.935271556,11.71032418,NA
1877.01,3.55,0.2908,0.2817,10.9417405,1877.041667,4.45,98.85858653,8.098049849,146.8845337,7.844637697,11.65559807,NA
1877.02,3.34,0.2817,0.2833,10.65632562,1877.125,4.440833333,95.5017739,8.054745422,142.8942811,8.100494774,12.12034427,NA
1877.03,3.17,0.2725,0.285,10.18058017,1877.208333,4.431666667,94.87661645,8.155797471,142.9758152,8.529916621,12.85429253,NA
1877.04,2.94,0.2633,0.2867,10.46599504,1877.291667,4.4225,85.59319936,7.66554061,129.9486655,8.346792605,12.6722049,NA
1877.05,2.94,0.2542,0.2883,10.65632562,1877.375,4.413333333,84.06443571,7.268428421,128.5472623,8.243461502,12.60550195,NA
1877.06,2.73,0.245,0.29,10.08541488,1877.458333,4.404166667,82.47860994,7.401926533,127.0655167,8.76146406,13.49780214,NA
1877.07,2.85,0.2358,0.2917,10.18058017,1877.541667,4.395,85.29916621,7.057383646,132.3168735,8.730444485,13.54274807,NA
1877.08,3.05,0.2267,0.2933,9.8,1877.625,4.385833333,94.83010204,7.048519388,148.0124955,9.119235714,14.23346391,NA
1877.09,3.24,0.2175,0.295,9.704834711,1877.708333,4.376666667,101.7253801,6.828787092,159.6629747,9.262033067,14.53721529,NA
1877.1,3.31,0.2083,0.2967,9.704834711,1877.791667,4.3675,103.9231507,6.539937247,163.9678795,9.315407495,14.6976646,NA
1877.11,3.26,0.1992,0.2983,9.514585124,1877.875,4.358333333,104.3999278,6.379283932,165.5588879,9.552913639,15.14914609,NA
1877.12,3.25,0.19,0.3,9.514585124,1877.958333,4.349166667,104.0796826,6.084658369,165.8551333,9.607355319,15.30970461,NA
1878.01,3.25,0.1892,0.3008,9.229089256,1878.041667,4.34,107.2993198,6.246471174,171.815254,9.930964742,15.90216259,NA
1878.02,3.18,0.1883,0.3017,9.134004959,1878.125,4.33,106.0811774,6.281473489,170.7028731,10.0643683,16.19530089,NA
1878.03,3.24,0.1875,0.3025,8.94367438,1878.208333,4.32,110.3828201,6.387894681,178.4815585,10.30580342,16.66378748,NA
1878.04,3.33,0.1867,0.3033,8.848509091,1878.291667,4.31,114.6691482,6.429048037,186.2785393,10.44418998,16.96645074,NA
1878.05,3.34,0.1858,0.3042,8.563094215,1878.375,4.3,118.8469932,6.611308784,193.9603929,10.82432794,17.66549447,NA
1878.06,3.41,0.185,0.305,8.372844628,1878.458333,4.29,124.0948622,6.732419208,203.4406267,11.09939383,18.19630239,NA
1878.07,3.48,0.1842,0.3058,8.467928926,1878.541667,4.28,125.2202291,6.628036264,206.1910469,11.00354772,18.11874199,NA
1878.08,3.45,0.1833,0.3067,8.563094215,1878.625,4.27,122.7611157,6.522351454,203.0367939,10.91328527,18.04967672,NA
1878.09,3.52,0.1825,0.3075,8.563094215,1878.708333,4.26,125.251921,6.493885108,208.0514103,10.94175162,18.17494565,NA
1878.1,3.48,0.1817,0.3083,8.467928926,1878.791667,4.25,125.2202291,6.538079203,208.9037819,11.09350478,18.50719424,NA
1878.11,3.47,0.1808,0.3092,8.372844628,1878.875,4.24,126.2783495,6.579575096,211.5837551,11.25223794,18.85351501,NA
1878.12,3.45,0.18,0.31,8.18251405,1878.958333,4.23,128.4709068,6.702829921,216.193363,11.54376264,19.4260703,NA
1879.01,3.58,0.1817,0.3158,8.277679339,1879.041667,4.22,131.7792047,6.688346786,222.6985717,11.62454549,19.6447511,NA
1879.02,3.71,0.1833,0.3217,8.372844628,1879.125,4.203333333,135.0122987,6.670553734,229.1016987,11.70713113,19.86577263,NA
1879.03,3.65,0.185,0.3275,8.277679339,1879.208333,4.186666667,134.3558931,6.809819237,228.9508096,12.05522054,20.54284661,NA
1879.04,3.77,0.1867,0.3333,8.18251405,1879.291667,4.17,140.3870489,6.952324145,240.2155408,12.41140674,21.23709278,NA
1879.05,3.94,0.1883,0.3392,8.18251405,1879.375,4.153333333,146.7174994,7.011904856,252.0473775,12.63111061,21.69910417,NA
1879.06,3.96,0.19,0.345,8.087381157,1879.458333,4.136666667,149.1968755,7.158435948,257.3315166,12.99821264,22.41903364,NA
1879.07,4.04,0.1917,0.3508,8.18251405,1879.541667,4.12,150.4412938,7.138513865,260.5038914,13.06307076,22.61999137,NA
1879.08,4.07,0.1933,0.3567,8.18251405,1879.625,4.103333333,151.5584321,7.198094576,263.4770103,13.28277463,23.09146181,NA
1879.09,4.22,0.195,0.3625,8.467928926,1879.708333,4.086666667,151.8475192,7.016650768,264.9960833,13.04377386,22.76328914,NA
1879.1,4.68,0.1967,0.3683,8.94367438,1879.791667,4.07,159.4418512,6.70132738,279.2238673,12.54752859,21.97396375,NA
1879.11,4.93,0.1983,0.3742,9.419419835,1879.875,4.053333333,159.4759578,6.414621182,280.2197349,12.10464572,21.2694168,NA
1879.12,4.92,0.2,0.38,9.704834711,1879.958333,4.036666667,154.4718735,6.279344452,272.3463842,11.93075446,21.03488333,NA
1880.01,5.11,0.205,0.3892,9.990330579,1880.041667,4.02,155.8524002,6.252395705,275.6989875,11.87040199,20.99844343,NA
1880.02,5.2,0.21,0.3983,9.990330579,1880.125,3.993333333,158.5973545,6.404893161,281.4989172,12.14794736,21.56173437,NA
1880.03,5.3,0.215,0.4075,10.08541488,1880.208333,3.966666667,160.1233087,6.495568182,285.1681404,12.3113676,21.92566362,NA
1880.04,5.18,0.22,0.4167,9.704834711,1880.291667,3.94,162.6350213,6.907278897,290.6664347,13.08301417,23.38237516,NA
1880.05,4.77,0.225,0.4258,9.419419835,1880.375,3.913333333,154.3002675,7.278314504,276.8543027,13.77380585,24.71374468,NA
1880.06,4.79,0.23,0.435,9.229089256,1880.458333,3.886666667,158.1426899,7.593490328,284.8839845,14.36160127,25.87151008,NA
1880.07,5.01,0.235,0.4442,9.229089256,1880.541667,3.86,165.4060284,7.758566205,299.13314,14.66534089,26.52194427,NA
1880.08,5.19,0.24,0.4533,9.229089256,1880.625,3.833333333,171.34876,7.923642081,311.0745827,14.96577898,27.16957771,NA
1880.09,5.18,0.245,0.4625,9.324254545,1880.708333,3.806666667,169.2731566,8.006162813,308.5176652,15.1136747,27.54622011,NA
1880.1,5.33,0.25,0.4717,9.324254545,1880.791667,3.78,174.174889,8.169553891,318.6923951,15.41431428,28.20397801,NA
1880.11,5.61,0.255,0.4808,9.419419835,1880.875,3.753333333,181.4726416,8.248756437,333.3030332,15.55294939,28.56543643,NA
1880.12,5.84,0.26,0.49,9.514585124,1880.958333,3.726666667,187.0231835,8.32637461,344.7718673,15.69201369,28.92777654,NA
1881.01,6.19,0.265,0.4858,9.419419835,1881.041667,3.7,200.234519,8.572237082,370.4434742,15.71468971,29.0729305,18.47403936
1881.02,6.17,0.27,0.4817,9.514585124,1881.125,3.693333333,197.5912744,8.646619787,366.8863999,15.42621019,28.64330289,18.14725816
1881.03,6.24,0.275,0.4775,9.514585124,1881.208333,3.686666667,199.8329906,8.806742376,372.411499,15.29170722,28.49783506,18.27011914
1881.04,6.22,0.28,0.4733,9.609669421,1881.291667,3.68,197.2215606,8.878140991,368.9235876,15.00722904,28.07259389,17.95010828
1881.05,6.5,0.285,0.4692,9.514585124,1881.375,3.673333333,208.1593652,9.126987553,390.8066458,15.02590372,28.21022742,18.86971869
1881.06,6.58,0.29,0.465,9.514585124,1881.458333,3.666666667,210.7213267,9.287110142,397.0695728,14.89140074,28.06038774,19.02871073
1881.07,6.35,0.295,0.4608,9.609669421,1881.541667,3.66,201.3435546,9.353755687,380.8675094,14.61088346,27.63838557,18.11636719
1881.08,6.2,0.3,0.4567,9.8,1881.625,3.653333333,192.7693878,9.32755102,366.1187144,14.19964184,26.96877691,17.28624355
1881.09,6.25,0.305,0.4525,10.18058017,1881.708333,3.646666667,187.059575,9.128507261,356.7190916,13.54311323,25.82646223,16.72483665
1881.1,6.15,0.31,0.4483,10.27574545,1881.791667,3.64,182.3619521,9.192228482,349.2215971,13.29314848,25.45626699,16.26198941
1881.11,6.19,0.315,0.4442,10.18058017,1881.875,3.633333333,185.2638031,9.427802581,356.2831306,13.29469812,25.56719978,16.47864232
1881.12,6.01,0.32,0.44,10.18058017,1881.958333,3.626666667,179.8764873,9.577450241,347.4575927,13.16899408,25.43782708,15.95875421
1882.01,5.92,0.32,0.4392,10.18058017,1882.041667,3.62,177.1828295,9.577450241,343.7960873,13.14505046,25.50595296,15.67876416
1882.02,5.79,0.32,0.4383,10.27574545,1882.125,3.620833333,171.6871062,9.488751981,334.6667686,12.99662498,25.33410098,15.15386153
1882.03,5.78,0.32,0.4375,10.27574545,1882.208333,3.621666667,171.3905827,9.488751981,335.6301156,12.9729031,25.40452865,15.0916703
1882.04,5.78,0.32,0.4367,10.37091074,1882.291667,3.6225,169.8178727,9.401681534,334.0845725,12.83035727,25.24130326,14.91699717
1882.05,5.71,0.32,0.4358,10.46599504,1882.375,3.623333333,166.2371321,9.316266597,328.5674749,12.68759057,25.07700623,14.5671032
1882.06,5.68,0.32,0.435,10.56116033,1882.458333,3.624166667,163.8736603,9.232318889,325.4167148,12.55018349,24.92187868,14.32740489
1882.07,6,0.32,0.4342,10.46599504,1882.541667,3.625,174.6799987,9.316266597,348.417374,12.64100924,25.21380397,15.24055976
1882.08,6.18,0.32,0.4333,10.56116033,1882.625,3.625833333,178.2991585,9.232318889,357.1707318,12.5011368,25.04240746,15.52542933
1882.09,6.24,0.32,0.4325,10.27574545,1882.708333,3.626666667,185.0306636,9.488751981,372.2393502,12.82464135,25.80024342,16.08110662
1882.1,6.07,0.32,0.4317,10.18058017,1882.791667,3.6275,181.6722593,9.577450241,367.0886456,12.92057897,26.10744124,15.75558103
1882.11,5.81,0.32,0.4308,10.08541488,1882.875,3.628333333,175.5314006,9.667822411,356.3082776,13.01530592,26.41955353,15.19267031
1882.12,5.84,0.32,0.43,9.990330579,1882.958333,3.629166667,178.1170289,9.759837197,363.2077457,13.11478123,26.74303607,15.38212833
1883.01,5.81,0.3208,0.4275,9.990330579,1883.041667,3.63,177.2020441,9.78423679,363.0045816,13.03853251,26.70988961,15.27025912
1883.02,5.68,0.3217,0.425,10.08541488,1883.125,3.629166667,171.6038478,9.719182717,353.1956545,12.84007664,26.42749175,14.75759015
1883.03,5.75,0.3225,0.4225,9.990330579,1883.208333,3.628333333,175.3720746,9.836085926,362.6384881,12.88603505,26.64604543,15.05125412
1883.04,5.87,0.3233,0.42,9.895165289,1883.291667,3.6275,180.7538275,9.955317281,375.4824895,12.93298255,26.86586807,15.48206722
1883.05,5.77,0.3242,0.4175,9.8,1883.375,3.626666667,179.399898,10.07997347,374.4148917,12.98084184,27.09154546,15.33549764
1883.06,5.82,0.325,0.415,9.514585124,1883.458333,3.625833333,186.3826932,10.40796826,390.7984241,13.29017486,27.86621065,15.90338839
1883.07,5.73,0.3258,0.4125,9.324254545,1883.541667,3.625,187.2461752,10.64656263,394.4691998,13.47976392,28.39765182,15.94878313
1883.08,5.47,0.3267,0.41,9.324254545,1883.625,3.624166667,178.7498391,10.67597302,378.4443188,13.39806838,28.36602755,15.19681088
1883.09,5.53,0.3275,0.4075,9.229089256,1883.708333,3.623333333,182.5739196,10.81246992,388.4482142,13.45368395,28.62434851,15.49469243
1883.1,5.38,0.3283,0.405,9.229089256,1883.791667,3.6225,177.6216433,10.83888206,379.8333975,13.37114601,28.59340632,15.04805627
1883.11,5.46,0.3292,0.4025,9.134004959,1883.875,3.621666667,182.13938,10.98173698,391.4512936,13.42694147,28.85698639,15.40821814
1883.12,5.34,0.33,0.4,9.229089256,1883.958333,3.620833333,176.3010363,10.89500786,380.8548934,13.20607014,28.52845643,14.89640394
1884.01,5.18,0.3283,0.3925,9.229089256,1884.041667,3.62,171.0186083,10.83888206,371.3947383,12.95845632,28.14139668,14.43282172
1884.02,5.32,0.3267,0.385,9.229089256,1884.125,3.611666667,175.6407328,10.78605778,383.3844073,12.71084251,27.74492421,14.80596023
1884.03,5.3,0.325,0.3775,9.229089256,1884.208333,3.603333333,174.9804293,10.72993198,383.8948658,12.46322869,27.34345507,14.73602345
1884.04,5.06,0.3233,0.37,9.038839669,1884.291667,3.595,170.5730001,10.89846857,376.2178135,12.47272926,27.50999822,14.35345368
1884.05,4.65,0.3217,0.3625,8.848509091,1884.375,3.586666667,160.1235853,11.07779729,355.2065713,12.48275262,27.69083486,13.46505031
1884.06,4.46,0.32,0.355,8.848509091,1884.458333,3.578333333,153.5809011,11.01925748,342.7297813,12.22448877,27.28006107,12.90687648
1884.07,4.46,0.3183,0.3475,8.753424793,1884.541667,3.57,155.2491776,11.07977875,348.5131536,12.09620834,27.15433203,13.04393159
1884.08,4.74,0.3167,0.34,8.753424793,1884.625,3.561666667,164.9957627,11.02408398,372.4551998,11.8351391,26.71619576,13.85981334
1884.09,4.59,0.315,0.3325,8.658259504,1884.708333,3.553333333,161.5305015,11.08542658,366.7181687,11.70128361,26.5650961,13.56915474
1884.1,4.44,0.3133,0.325,8.563094215,1884.791667,3.545,157.9882185,11.14813263,360.7853307,11.56445293,26.40883614,13.27325132
1884.11,4.35,0.3117,0.3175,8.372844628,1884.875,3.536666667,158.30283,11.34321658,363.662419,11.55428702,26.54317656,13.3044376
1884.12,4.34,0.31,0.31,8.277679339,1884.958333,3.528333333,159.7546783,11.41104845,369.182199,11.41104845,26.37015707,13.43229275
1885.01,4.24,0.3042,0.3067,8.277679339,1885.041667,3.52,156.0736949,11.19755142,362.832095,11.289576,26.24542536,13.12981743
1885.02,4.37,0.2983,0.3033,8.372844628,1885.125,3.5075,159.0306591,10.85557108,371.8093326,11.03752836,25.80543949,13.38481759
1885.03,4.38,0.2925,0.3,8.18251405,1885.208333,3.495,163.1021947,10.89209862,383.4505906,11.1713832,26.26373908,13.73419409
1885.04,4.37,0.2867,0.2967,8.277679339,1885.291667,3.4825,160.8589733,10.55337933,380.2443823,10.92147766,25.81659227,13.54854854
1885.05,4.32,0.2808,0.2933,8.087381157,1885.375,3.47,162.7602279,10.57941481,386.8226389,11.05036455,26.26275,13.71137187
1885.06,4.3,0.275,0.29,7.897091074,1885.458333,3.4575,165.9104584,10.61055257,396.4110623,11.18930998,26.73469955,13.97878437
1885.07,4.46,0.2692,0.2867,7.992232066,1885.541667,3.445,170.0353529,10.26312041,408.3101818,10.93029948,26.24720384,14.32665878
1885.08,4.71,0.2633,0.2833,7.992232066,1885.625,3.4325,179.5664826,10.03818575,433.2062695,10.80067612,26.05675927,15.1304108
1885.09,4.65,0.2575,0.28,7.897091074,1885.708333,3.42,179.414798,9.935335589,434.837755,10.80347171,26.1837788,15.11628503
1885.1,4.92,0.2517,0.2767,7.897091074,1885.791667,3.4075,189.8324315,9.71154939,462.0478444,10.67614508,25.98549564,15.99102396
1885.11,5.24,0.2458,0.2733,7.992232066,1885.875,3.395,199.7724774,9.37100667,488.1424263,10.41943093,25.45979487,16.8240345
1885.12,5.2,0.24,0.27,8.18251405,1885.958333,3.3825,193.6373088,8.937106561,474.9710039,10.05424488,24.66195597,16.30447595
1886.01,5.2,0.2383,0.275,7.992232066,1886.041667,3.37,198.2474967,9.085072781,488.1363443,10.48424261,25.81490282,16.69231747
1886.02,5.3,0.2367,0.28,7.992232066,1886.125,3.3825,202.0599485,9.024073551,499.3752142,10.67486521,26.38208679,17.00664826
1886.03,5.19,0.235,0.285,7.897091074,1886.208333,3.395,200.2500649,9.06719947,496.7696353,10.99639085,27.27925743,16.8432661
1886.04,5.12,0.2333,0.29,7.801941983,1886.291667,3.4075,199.958421,9.111386646,497.9297275,11.32576994,28.20305097,16.80171613
1886.05,5.02,0.2317,0.295,7.611651901,1886.375,3.42,200.9542764,9.275120686,502.3342891,11.80906604,29.51964448,16.86319552
1886.06,5.25,0.23,0.3,7.51650281,1886.458333,3.4325,212.8217125,9.323617881,533.9420654,12.16124071,30.51097517,17.83149406
1886.07,5.33,0.2283,0.305,7.611651901,1886.541667,3.445,213.3638034,9.139016196,537.2128184,12.20937337,30.74107122,17.84584504
1886.08,5.37,0.2267,0.31,7.706792893,1886.625,3.4575,212.3112717,8.96293581,536.4433196,12.2563304,30.96786389,17.7239128
1886.09,5.51,0.225,0.315,7.706792893,1886.708333,3.47,217.8463887,8.895723675,552.3018628,12.45401315,31.57442591,18.14714393
1886.1,5.65,0.2233,0.32,7.706792893,1886.791667,3.4825,223.3815056,8.828511541,568.200171,12.65169589,32.18124862,18.56238134
1886.11,5.79,0.2217,0.325,7.706792893,1886.875,3.495,228.9166226,8.765253062,584.1374315,12.84937864,32.78837051,18.96831263
1886.12,5.64,0.22,0.33,7.801941983,1886.958333,3.5075,220.2666982,8.591963404,563.8920516,12.88794511,32.99368387,18.19405756
1887.01,5.58,0.2225,0.3325,7.992232066,1887.041667,3.52,212.7348137,8.482705387,546.4197829,12.67640243,32.55996018,17.5122221
1887.02,5.54,0.225,0.335,8.087381157,1887.125,3.5325,208.7249219,8.477095202,537.9346655,12.62145286,32.52854024,17.1253666
1887.03,5.67,0.2275,0.3375,8.087381157,1887.208333,3.545,213.6227991,8.571285148,552.3985376,12.7156428,32.88086533,17.47321371
1887.04,5.8,0.23,0.34,8.087381157,1887.291667,3.5575,218.5206763,8.665475095,566.9310682,12.80983275,33.2338902,17.82298364
1887.05,5.9,0.2325,0.3425,8.087381157,1887.375,3.57,222.2882742,8.759665042,578.5995848,12.9040227,33.58819623,18.07544543
1887.06,5.73,0.235,0.345,7.992232066,1887.458333,3.5825,218.4534915,8.959261869,570.5612921,13.15295891,34.3531668,17.70769566
1887.07,5.59,0.2375,0.3475,7.897091074,1887.541667,3.595,215.6835959,9.163659039,565.321308,13.40788007,35.14296146,17.43146054
1887.08,5.45,0.24,0.35,7.992232066,1887.625,3.6075,207.7786263,9.149884462,546.6003865,13.34358151,35.10277711,16.73984961
1887.09,5.38,0.2425,0.3525,7.897091074,1887.708333,3.62,207.5809921,9.356578176,548.131658,13.6007992,35.91383075,16.67662967
1887.1,5.2,0.245,0.355,7.992232066,1887.791667,3.6325,198.2474967,9.340507055,525.5412851,13.5342041,35.87829927,15.88066681
1887.11,5.3,0.2475,0.3575,8.087381157,1887.875,3.645,199.682687,9.324804722,531.4058362,13.46916238,35.84482763,15.9507122
